author_id,display_name,name_alternatives,n_name_alternatives,first_year,latest_year,career_length,works_count,n_distinct_institutions,top_institutions,n_topics_listed,top_topics,openalex_url,sample_freq,flagged
A5077358171,S. Vitale,"[""S G Vitale"", ""S Vitale"", ""S Vitale A"", ""S. VITALE"", ""S. Vitale""]",11,1962,2025,63,376,37,"[""Istituto Nazionale di Fisica Nucleare, Sezione di Ferrara"", ""Ospedale San Filippo Neri"", ""Royal Observatory""]",5,"[""Pulsars and Gravitational Waves Research"", ""Geophysics and Gravity Measurements"", ""Radio Astronomy Observations and Technology""]",https://openalex.org/A5077358171,1,True
A5045476201,Jean‐Pascal Gond,"[""Gond, J"", ""Gond, Jean-Pascal"", ""JEAN-PASCAL GOND"", ""Jean Pascal Gond"", ""Jean-Pascal Gond""]",6,2002,2025,23,254,30,"[""Laboratoire de Recherche sur la Croissance Cellulaire, la R\u00e9paration et la R\u00e9g\u00e9n\u00e9ration Tissulaires"", ""Northeastern University"", ""\u00c9cole de management de Lyon""]",5,"[""Management and Organizational Studies"", ""Corporate Social Responsibility Reporting"", ""Social Sciences and Governance""]",https://openalex.org/A5045476201,1,False
A5122736744,Tom W. May,"[""May, Tom W."", ""Tom W. May""]",2,2024,2024,0,73728,0,[],0,[],https://openalex.org/A5122736744,6,False
A5122714844,Urmas Kõljalg,"[""K\u00f5ljalg, Urmas"", ""Urmas K\u00f5ljalg""]",2,2024,2024,0,73728,0,[],0,[],https://openalex.org/A5122714844,6,False
A5000699693,Shinsuke Yoshioka,"[""S. Yoshioka"", ""Shinsuke YOSHIOKA"", ""Shinsuke Yoshioka""]",3,2005,2025,20,91,12,"[""Japan Sport Council"", ""Tokyo Metropolitan Komaba High School"", ""RIKEN Center for Computational Science""]",5,"[""Sports Performance and Training"", ""Sports injuries and prevention"", ""Muscle activation and electromyography studies""]",https://openalex.org/A5000699693,1,False
A5109813351,J. M. Calleja,"[""Calleja, Jos\u00e9"", ""J Calleja"", ""J M Calleja"", ""J. Calleja"", ""J. M. CALLEJA""]",15,1966,2015,49,140,16,"[""University of Minho"", ""AT&T (United States)"", ""Mathematical Sciences Research Institute""]",5,"[""Semiconductor Quantum Structures and Devices"", ""Quantum and electron transport phenomena"", ""GaN-based semiconductor devices and materials""]",https://openalex.org/A5109813351,1,False
A5002589323,L. Martin-Polo,"[""L. Martin-Polo""]",1,2017,2025,8,6,2,"[""European Space Agency"", ""European Space Astronomy Centre""]",5,"[""Pulsars and Gravitational Waves Research"", ""Advanced Frequency and Time Standards"", ""Radio Astronomy Observations and Technology""]",https://openalex.org/A5002589323,1,False
A5122911148,Matthew E. Smith,"[""Matthew E. Smith"", ""Smith, Matthew E.""]",2,2024,2024,0,37846,0,[],0,[],https://openalex.org/A5122911148,4,False
A5031093078,Dennis Park,"[""Dennis Park"", ""Park, Dennis""]",2,2010,2023,13,17,4,"[""Toyota Research Institute"", ""UC Irvine Health"", ""University of British Columbia""]",5,"[""Advanced Vision and Imaging"", ""Video Surveillance and Tracking Methods"", ""Advanced Image and Video Retrieval Techniques""]",https://openalex.org/A5031093078,1,False
A5021993274,Gustavo Gutiérrez,"[""G. M. Gutierrez"", ""Gustavo Gutierrez"", ""Gustavo Guti\u00e9rrez"", ""Gutierrez, Gustavo"", ""Guti\u00e9rrez, Gustavo""]",5,1975,2024,49,15,2,"[""Icesi University"", ""South Dakota School of Mines and Technology""]",5,"[""Crystallization and Solubility Studies"", ""X-ray Diffraction in Crystallography"", ""Natural product bioactivities and synthesis""]",https://openalex.org/A5021993274,1,False
A5122793362,Tobias G. Frøslev,"[""Fr\u00f8slev, Tobias G."", ""Tobias G. Fr\u00f8slev""]",2,2024,2024,0,56434,0,[],0,[],https://openalex.org/A5122793362,1,False
A5028614248,Yoshihisa Inada,"[""Inada, Yoshihisa"", ""Y. Inada"", ""Yoshihisa INADA"", ""Yoshihisa Inada""]",4,1997,2025,28,111,5,"[""NEC (Japan)"", ""Osaka University"", ""Misasa Onsen Hospital""]",5,"[""Optical Network Technologies"", ""Advanced Photonic Communication Systems"", ""Advanced Optical Network Technologies""]",https://openalex.org/A5028614248,2,False
A5066896056,Josef Petersmann,"[""Josef Petersmann""]",1,1990,1990,0,1,0,[],3,"[""Vehicle Dynamics and Control Systems"", ""Electric and Hybrid Vehicle Technologies"", ""Real-time simulation and control systems""]",https://openalex.org/A5066896056,1,False
A5047773674,许奇,"[""\u8bb8\u5947""]",1,2005,2014,9,6,0,[],5,"[""Legal and Regulatory Analysis"", ""Linguistic, Cultural, and Literary Studies"", ""Military Technology and Strategies""]",https://openalex.org/A5047773674,1,False
A5079211126,Rogelio Moreno Muñoz,"[""Rogelio Moreno Mu\u00f1oz""]",1,1990,1994,4,4,10,"[""Materials Technology (United Kingdom)"", ""Anna Needs Neuroblastoma Answers"", ""Consumers Union""]",5,"[""Biofuel production and bioconversion"", ""Wood Treatment and Properties"", ""Biodiesel Production and Applications""]",https://openalex.org/A5079211126,1,False
A5086756924,Jaromír Příhoda,"[""J P\u0159\u00edhoda"", ""J. P\u0159\u00edhoda"", ""Jaromir Prihoda"", ""Jaromi\u0301r Pr\u030ci\u0301hoda"", ""Jarom\u00edr P\u0158\u00cdHODA""]",8,1975,2024,49,86,4,"[""Czech Academy of Sciences, Institute of Thermomechanics"", ""Czech Technical University in Prague"", ""Czech Academy of Sciences""]",5,"[""Fluid Dynamics and Turbulent Flows"", ""Computational Fluid Dynamics and Aerodynamics"", ""Turbomachinery Performance and Optimization""]",https://openalex.org/A5086756924,1,False
A5083874167,Stephanie Leigh Batiste,"[""Stephanie Batiste"", ""Stephanie L Batiste"", ""Stephanie L. Batiste"", ""Stephanie Leigh Batiste""]",4,2003,2024,21,25,3,"[""University of California, Santa Barbara"", ""Carnegie Mellon University"", ""American Bar Association""]",5,"[""Theatre and Performance Studies"", ""Theater, Performance, and Music History"", ""Diversity and Impact of Dance""]",https://openalex.org/A5083874167,1,False
A5122925374,Kessy Abarenkov,"[""Abarenkov, Kessy"", ""Kessy Abarenkov""]",2,2024,2024,0,37846,0,[],0,[],https://openalex.org/A5122925374,4,False
A5064523155,K. G. Lebedev,"[""K. G. Lebedev"", ""Lebedev, K. G.""]",2,2023,2025,2,6,1,"[""Yu.G. Shafer Institute of Cosmophysical Research and Aeronomy""]",5,"[""Astrophysics and Cosmic Phenomena"", ""Dark Matter and Cosmic Phenomena"", ""Particle physics theoretical and experimental studies""]",https://openalex.org/A5064523155,1,False
A5035442780,Runjie Li,"[""Runjie Li""]",1,2002,2025,23,4,1,"[""Kyoto Institute of Technology""]",5,"[""Sports Performance and Training"", ""Cerebral Palsy and Movement Disorders"", ""Balance, Gait, and Falls Prevention""]",https://openalex.org/A5035442780,1,False
A5111211269,Santosh Kumar Prasad,"[""Santosh Kumar Prasad""]",1,2024,2024,0,3,1,"[""Dibrugarh University""]",5,"[""Antenna Design and Analysis"", ""Energy Harvesting in Wireless Networks"", ""Antenna Design and Optimization""]",https://openalex.org/A5111211269,1,False
A5100355149,Yufeng Li,"[""Jing Linlong"", ""LI, Yufeng"", ""Li YF"", ""Li, Yu-Feng"", ""Li, Yufeng""]",25,1989,2026,37,894,213,"[""Heilongjiang Institute of Technology"", ""Putian University"", ""Shenzhen Institutes of Advanced Technology""]",5,"[""Mercury impact and mitigation studies"", ""Crystal structures of chemical compounds"", ""Heavy Metal Exposure and Toxicity""]",https://openalex.org/A5100355149,1,False
A5085954165,Frederick M. Frankenfeld,"[""Frederick M. Frankenfeld""]",1,1971,1993,22,5,3,"[""University of Iowa Hospitals and Clinics"", ""American Society of Health-System Pharmacists"", ""ProQuest (United States)""]",5,"[""Pharmacy and Medical Practices"", ""Electronic Health Records Systems"", ""Pharmaceutical Practices and Patient Outcomes""]",https://openalex.org/A5085954165,1,False
A5024165306,E. Costa,"[""COSTA, ENRICO"", ""Costa E."", ""Costa, E."", ""Costa, Enrico"", ""E COSTA""]",15,1951,2025,74,1098,29,"[""Istituto di Astrofisica Spaziale e Fisica Cosmica di Milano"", ""University of Rome Tor Vergata"", ""Universidade Federal do Esp\u00edrito Santo""]",5,"[""Gamma-ray bursts and supernovae"", ""Astrophysics and Cosmic Phenomena"", ""Astrophysical Phenomena and Observations""]",https://openalex.org/A5024165306,1,True
A5112156878,Hervé Bulou,"[""Bulou, H."", ""Bulou, Herve"", ""Bulou, Herv\u00e9"", ""H Bulou"", ""H. Bulou""]",7,1995,2026,31,83,10,"[""Surface du Verre et Interfaces"", ""Institut de Physique et Chimie des Mat\u00e9riaux de Strasbourg"", ""Sorbonne Paris Cit\u00e9""]",5,"[""Surface and Thin Film Phenomena"", ""Magnetic properties of thin films"", ""Molecular Junctions and Nanostructures""]",https://openalex.org/A5112156878,1,False
A5016586979,Laura Lützow,"[""Laura L\u00fctzow"", ""L\u00fctzow, Laura""]",2,2022,2025,3,9,3,"[""American Institute of Aeronautics and Astronautics"", ""Technical University of Munich"", ""Massachusetts Institute of Technology""]",5,"[""Fault Detection and Control Systems"", ""Control Systems and Identification"", ""Formal Methods in Verification""]",https://openalex.org/A5016586979,1,False
A5112340367,R. Lorenz,"[""R Lorenz"", ""R. Lorenz"", ""Rene Lorenz"", ""Ren\u00e9 Lorenz""]",4,1950,2018,68,60,10,"[""Klinikum rechts der Isar"", ""M\u00fcnchen Klinik"", ""Nuklearmedizinische Klinik des Klinikums rechts der Isar""]",5,"[""Intraperitoneal and Appendiceal Malignancies"", ""Ovarian cancer diagnosis and treatment"", ""Pancreatitis Pathology and Treatment""]",https://openalex.org/A5112340367,1,True
A5101780113,Jun Heo,"[""Heo, Jun"", ""J. Heo"", ""Jun Heo""]",3,2001,2026,25,98,13,"[""University of Southern California"", ""Hallym University"", ""University of Michigan""]",5,"[""Quantum Computing Algorithms and Architecture"", ""Quantum Information and Cryptography"", ""Advanced Wireless Communication Techniques""]",https://openalex.org/A5101780113,1,False
A5122128493,Matthew E. Smith,"[""Matthew E. Smith"", ""Smith, Matthew E.""]",2,2024,2026,2,127205,0,[],0,[],https://openalex.org/A5122128493,6,False
A5115640477,晓龙 向,"[""\u6653\u9f99 \u5411""]",1,2024,2024,0,1,0,[],3,"[""Legal and Regulatory Analysis"", ""Linguistic, Cultural, and Literary Studies"", ""Military Technology and Strategies""]",https://openalex.org/A5115640477,1,False
A5019126088,Thomas Barthel,"[""Barthel T"", ""Barthel T."", ""Barthel, Thomas"", ""T Barthel"", ""T. Barthel""]",6,1961,2026,65,191,26,"[""UNESCO"", ""University of Bonn"", ""Klinik K\u00f6nig-Ludwig Haus""]",5,"[""Quantum many-body systems"", ""Quantum and electron transport phenomena"", ""Quantum Information and Cryptography""]",https://openalex.org/A5019126088,1,True
A5048252028,L. Ferraioli,"[""Ferraioli, L"", ""Ferraioli, L."", ""Ferraioli, Luigi"", ""L Ferraioli"", ""L. Ferraioli""]",6,2004,2025,21,119,18,"[""D\u00e9l\u00e9gation Paris 7"", ""Czech Academy of Sciences, Institute of Geophysics"", ""Max Planck Institute for Gravitational Physics""]",5,"[""Pulsars and Gravitational Waves Research"", ""Radio Astronomy Observations and Technology"", ""Silicon Nanostructures and Photoluminescence""]",https://openalex.org/A5048252028,1,False
A5062804265,Sonia Poltoratski,"[""Poltoratski, Sonia"", ""S. Poltoratski"", ""Sonia Poltoratski""]",3,2010,2024,14,30,5,"[""Vanderbilt University"", ""Stanford University"", ""Vanderbilt Health""]",5,"[""Face Recognition and Perception"", ""Visual perception and processing mechanisms"", ""Neural dynamics and brain function""]",https://openalex.org/A5062804265,1,False
A5074895763,C. S. Florio,"[""C. S. FLORIO"", ""C. S. Florio"", ""C.S. Florio"", ""CS Florio"", ""Catherine S Florio""]",7,2004,2022,18,19,5,"[""New Jersey Institute of Technology"", ""U.S. Army Combat Capabilities Development Command Armaments Center"", ""United States Department of the Army""]",5,"[""Orthopaedic implants and arthroplasty"", ""Knee injuries and reconstruction techniques"", ""Muscle activation and electromyography studies""]",https://openalex.org/A5074895763,1,False
A5108127270,D. Texier,"[""D Texier"", ""D. Texier"", ""Texier, D"", ""Texier, D.""]",4,1976,2024,48,58,5,"[""CEA Paris-Saclay"", ""European Space Agency"", ""Royal Observatory""]",5,"[""Pulsars and Gravitational Waves Research"", ""Radio Astronomy Observations and Technology"", ""Geophysics and Gravity Measurements""]",https://openalex.org/A5108127270,1,False
A5020490098,A. Cavalleri,"[""A Cavalleri"", ""A Cavalleri B"", ""A. CAVALLERI"", ""A. Cavalleri"", ""Andrea Cavalleri""]",8,1986,2026,40,202,25,"[""Lawrence Berkeley National Laboratory"", ""University of California, San Diego"", ""Istituto Nazionale di Fisica Nucleare, Sezione di Pavia""]",5,"[""Pulsars and Gravitational Waves Research"", ""Laser Material Processing Techniques"", ""Geophysics and Gravity Measurements""]",https://openalex.org/A5020490098,1,False
A5122736977,Björn Lindahl,"[""Bj\u00f6rn Lindahl"", ""Lindahl, Bj\u00f6rn""]",2,2024,2024,0,73728,0,[],0,[],https://openalex.org/A5122736977,6,False
A5087110103,D. R. Lehman,"[""D Lehman"", ""D R Lehman"", ""D. R. LEHMAN"", ""D. R. Lehman"", ""D.R. Lehman""]",7,1969,2018,49,97,16,"[""Los Alamos National Laboratory"", ""North Carolina State University"", ""University of Alberta""]",5,"[""Nuclear physics research studies"", ""Quantum, superfluid, helium dynamics"", ""Atomic and Molecular Physics""]",https://openalex.org/A5087110103,1,False
A5085349525,Thorsten Feldmann,"[""Feldmann, T."", ""Feldmann, Th."", ""Feldmann, Thorsten"", ""T Feldmann"", ""T. Feldmann""]",6,1994,2025,31,125,14,"[""University of Siegen"", ""Physikalisch-Technische Bundesanstalt"", ""University of Wuppertal""]",5,"[""Particle physics theoretical and experimental studies"", ""Quantum Chromodynamics and Particle Interactions"", ""High-Energy Particle Collisions Research""]",https://openalex.org/A5085349525,1,False
A5007172285,Wei He,"[""He, Wei"", ""W D He"", ""W He"", ""W. He"", ""WEI HE""]",12,1994,2025,31,147,40,"[""Hefei National Center for Physical Sciences at Nanoscale"", ""King's College London"", ""Jiangsu University of Science and Technology""]",5,"[""Electrocatalysts for Energy Conversion"", ""Advanced battery technologies research"", ""Fuel Cells and Related Materials""]",https://openalex.org/A5007172285,1,False
A5027479442,Fanzheng Zeng,"[""Fan-zheng Zeng"", ""Fanzheng Zeng""]",2,2015,2025,10,25,2,"[""National University of Defense Technology"", ""Xiangtan Electric Manufacturing Group (China)""]",5,"[""Pulsed Power Technology Applications"", ""Gyrotron and Vacuum Electronics Research"", ""Electrostatic Discharge in Electronics""]",https://openalex.org/A5027479442,1,False
A5114208608,Chisato Yamamoto,"[""Chisato Yamamoto""]",1,2024,2024,0,1,0,[],2,"[""Stroke Rehabilitation and Recovery"", ""Cerebral Palsy and Movement Disorders""]",https://openalex.org/A5114208608,1,False
A5069257931,David W. Bray,"[""David Bray"", ""David W. Bray""]",2,1974,2003,29,7,2,"[""Clarkson University"", ""Clarkson College""]",5,"[""Experimental Learning in Engineering"", ""Medical Image Segmentation Techniques"", ""Parallel Computing and Optimization Techniques""]",https://openalex.org/A5069257931,1,False
A5050673080,Antigone-Aikaterini G. Kyriakou,"[""Antigone-Aikaterini G. Kyriakou"", ""Antigone-Aikaterini Kyriakou""]",2,2013,2024,11,3,1,"[""Democritus University of Thrace""]",5,"[""Antenna Design and Analysis"", ""Ultrasound and Hyperthermia Applications"", ""Non-Invasive Vital Sign Monitoring""]",https://openalex.org/A5050673080,1,False
A5043687665,P.O. McCormick,"[""P.O. McCormick"", ""Philip McCormick""]",2,1971,2019,48,11,2,"[""Pfizer (United States)"", ""Lockheed Martin (United States)""]",5,"[""Solar Thermal and Photovoltaic Systems"", ""Building Energy and Comfort Optimization"", ""Heat Transfer and Optimization""]",https://openalex.org/A5043687665,1,False
A5076840239,Christopher Straub,"[""Christopher Straub"", ""Straub, Christopher""]",2,2020,2025,5,10,1,"[""University of Bayreuth""]",5,"[""Cosmology and Gravitation Theories"", ""Pulsars and Gravitational Waves Research"", ""Gas Dynamics and Kinetic Theory""]",https://openalex.org/A5076840239,1,False
A5035170154,L. Gesa,"[""Gesa, L."", ""L Gesa"", ""L I Gesa"", ""L. Gesa""]",4,2011,2024,13,28,4,"[""Institute of Space Sciences"", ""Institut de Ci\u00e8ncia de Materials de Barcelona"", ""ETH Zurich""]",5,"[""Pulsars and Gravitational Waves Research"", ""Advanced Frequency and Time Standards"", ""Radio Astronomy Observations and Technology""]",https://openalex.org/A5035170154,1,False
A5089531767,Johan Bergenholtz,"[""Bergenholtz, J"", ""Bergenholtz, J."", ""J Bergenholtz"", ""J. BERGENHOLTZ"", ""J. Bergenholtz""]",7,1991,2020,29,72,13,"[""UiT The Arctic University of Norway"", ""University of Konstanz"", ""Adolphe Merkle Institute""]",5,"[""Material Dynamics and Properties"", ""Surfactants and Colloidal Systems"", ""Electrostatics and Colloid Interactions""]",https://openalex.org/A5089531767,1,False
A5100946128,Xixia Ma,"[""Xixia Ma""]",1,2005,2025,20,12,6,"[""State Key Laboratory of Hydraulics and Mountain River Engineering"", ""Sichuan University"", ""Xinyang Normal University""]",5,"[""Hydrology and Watershed Management Studies"", ""Mathematical and Theoretical Epidemiology and Ecology Models"", ""Advanced Decision-Making Techniques""]",https://openalex.org/A5100946128,1,False
A5029543833,M. Freschi,"[""Freschi, M"", ""Freschi, M."", ""M Freschi"", ""M. Freschi"", ""Marco Freschi""]",5,2000,2025,25,45,4,"[""Vitrociset (Italy)"", ""European Space Agency"", ""Serco (United Kingdom)""]",5,"[""Pulsars and Gravitational Waves Research"", ""Radio Astronomy Observations and Technology"", ""Geophysics and Gravity Measurements""]",https://openalex.org/A5029543833,1,False
A5101413233,J. Iqbal,"[""J Iqbal"", ""J. Iqbal"", ""Jamshaid Iqbal""]",3,2010,2026,16,43,8,"[""COMSATS University Islamabad"", ""Vanderbilt University"", ""Beijing Research Institute of Mechanical and Electrical Technology""]",5,"[""Nanofluid Flow and Heat Transfer"", ""Heat Transfer Mechanisms"", ""Fluid Dynamics and Turbulent Flows""]",https://openalex.org/A5101413233,1,False
A5045682542,Shi Yun-shun,"[""Shi Yun-shun""]",1,2005,2005,0,1,1,"[""Anqing Normal University""]",3,"[""Translation Studies and Practices"", ""Lexicography and Language Studies"", ""Folklore, Mythology, and Literature Studies""]",https://openalex.org/A5045682542,1,False
A5012832048,Hyun-Kyo Lim,"[""Hyun-Kyo Lim"", ""Hyun-kyo Lim"", ""Hyunkyo Lim""]",3,2007,2026,19,44,5,"[""Electronics and Telecommunications Research Institute"", ""Korea Institute of Science & Technology Information"", ""Korea University of Technology and Education""]",5,"[""Software-Defined Networks and 5G"", ""IoT and Edge/Fog Computing"", ""Reinforcement Learning in Robotics""]",https://openalex.org/A5012832048,1,False
A5059758556,Haruyuki Fujii,"[""Fujii, Haruyuki"", ""H Fujii"", ""H. FUJII"", ""H. Fujii"", ""HARUYUKI FUJII""]",7,1991,2025,34,115,15,"[""Nihon University"", ""Building Research Institute"", ""Kyushu University""]",5,"[""Design Education and Practice"", ""Architecture and Computational Design"", ""Urban and spatial planning""]",https://openalex.org/A5059758556,1,False
A5069923511,Pius O. Adelani,"[""Adelani, P.O."", ""Adelani, Pius O."", ""Pius  O. Adelani"", ""Pius O. Adelani"", ""Pius Ojo Adelani""]",5,2009,2025,16,100,3,"[""University of Notre Dame"", ""St. Mary's University, Texas"", ""University of California, San Diego""]",5,"[""Crystallization and Solubility Studies"", ""X-ray Diffraction in Crystallography"", ""Radioactive element chemistry and processing""]",https://openalex.org/A5069923511,1,False
A5008643215,Junaidi H. Matsum,"[""Junaidi H Matsum"", ""Junaidi H. Matsum"", ""Junaidi H.Matsum"", ""Junaidi Matsum""]",4,2013,2025,12,84,1,"[""Tanjungpura University""]",5,"[""Educational Methods and Media Use"", ""Educational Curriculum and Learning Methods"", ""Educational Methods and Outcomes""]",https://openalex.org/A5008643215,1,False
A5100600165,Tian Liang,"[""Liang, Tian"", ""T. S.Liang"", ""T.-S. Liang"", ""Tian LIANG"", ""Tian Liang""]",5,1997,2025,28,33,11,"[""Sun Yat-sen University"", ""Gannan Medical University"", ""University of Tsukuba""]",5,"[""Advanced MIMO Systems Optimization"", ""Cooperative Communication and Network Coding"", ""Formal Methods in Verification""]",https://openalex.org/A5100600165,1,False
A5022638662,Alessandro Mancuso,"[""A Mancuso"", ""Alessandro Mancuso""]",2,1989,2025,36,11,5,"[""Ospedali Riuniti Umberto I"", ""Azienda di Rilievo Nazionale ed Alta Specializzazione"", ""Azienda Ospedaliera Universitaria Policlinico \""Paolo Giaccone\"" di Palermo""]",5,"[""Tuberculosis Research and Epidemiology"", ""Antimicrobial Resistance in Staphylococcus"", ""Sepsis Diagnosis and Treatment""]",https://openalex.org/A5022638662,1,False
A5100773238,Di Cao,"[""Cao Di"", ""Cao, Di"", ""D Q Cao"", ""D.Q. Cao"", ""Deli Cao""]",6,2005,2025,20,160,43,"[""Beijing Children\u2019s Hospital"", ""Nanjing Medical University"", ""Roche (Switzerland)""]",5,"[""Smart Grid Energy Management"", ""Microgrid Control and Optimization"", ""Optimal Power Flow Distribution""]",https://openalex.org/A5100773238,1,False
A5108745442,K. Danzmann,"[""Andreas T\u00fcnnermann"", ""Canton, T. Dal"", ""Danilishin, S. L."", ""Danzmann K"", ""Danzmann, K""]",15,1978,2026,48,760,50,"[""Rutgers, The State University of New Jersey"", ""University of Wisconsin\u2013Milwaukee"", ""Modeinstitut Berlin (Germany)""]",5,"[""Pulsars and Gravitational Waves Research"", ""Geophysics and Gravity Measurements"", ""Advanced Frequency and Time Standards""]",https://openalex.org/A5108745442,1,False
A5129611570,Philip Bernard,"[""Bernard, Philip"", ""Philip Bernard""]",2,2015,2015,0,22,0,[],5,"[""Breast Cancer Treatment Studies"", ""BRCA gene mutations in cancer"", ""Breast Lesions and Carcinomas""]",https://openalex.org/A5129611570,1,False
A5085496870,A. W. Castleman,"[""A W Castleman"", ""A W Castleman, Jr"", ""A. Castleman Jr"", ""A. Castleman, Jr."", ""A. W. CASTLEMAN""]",18,1970,2016,46,302,20,"[""Department of Physics, Mathematics and Informatics"", ""Laboratoire de Chimie Organique"", ""Universit\u00e9 Paris-Sud""]",5,"[""Advanced Chemical Physics Studies"", ""Spectroscopy and Quantum Chemical Studies"", ""Mass Spectrometry Techniques and Applications""]",https://openalex.org/A5085496870,1,False
A5129531362,Torsten Nielsen,"[""Nielsen, Torsten"", ""Torsten Nielsen""]",2,2015,2015,0,22,0,[],5,"[""Breast Cancer Treatment Studies"", ""BRCA gene mutations in cancer"", ""Breast Lesions and Carcinomas""]",https://openalex.org/A5129531362,1,False
A5063656212,Л. Т. Ксенофонтов,"[""Ksenofontov, L."", ""Ksenofontov, L. T."", ""Ksenofontov, Leonid T."", ""L T Ksenofontov"", ""L. Ksenofontov""]",13,1991,2025,34,110,7,"[""Kavli Institute for the Physics and Mathematics of the Universe"", ""Russian Academy of Sciences"", ""Institute for Cosmic Ray Research""]",5,"[""Astrophysics and Cosmic Phenomena"", ""Gamma-ray bursts and supernovae"", ""Dark Matter and Cosmic Phenomena""]",https://openalex.org/A5063656212,1,False
A5029857002,Itamar Couto Guedes de Jesus,"[""I.C.G. Jesus"", ""Itamar C G Jesus"", ""Itamar C Jesus"", ""Itamar C. G. Jesus"", ""Itamar C. G. de Jesus""]",12,2015,2026,11,52,6,"[""Instituto Butantan"", ""Universidade Federal de Minas Gerais"", ""Instituto de Ciencias Tecnol\u00f3gicas""]",5,"[""Receptor Mechanisms and Signaling"", ""Cardiac electrophysiology and arrhythmias"", ""Renin-Angiotensin System Studies""]",https://openalex.org/A5029857002,1,False
A5076627286,Lau Hoi Kit,"[""Lau Hoi Kit""]",1,2002,2005,3,3,1,"[""Hong Kong Polytechnic University""]",5,"[""Advanced Database Systems and Queries"", ""Semantic Web and Ontologies"", ""Data Management and Algorithms""]",https://openalex.org/A5076627286,1,False
A5023062969,冯卫平,"[""\u51af\u536b\u5e73""]",1,1984,2015,31,13,0,[],3,"[""Legal and Regulatory Analysis"", ""Linguistic, Cultural, and Literary Studies"", ""Military Technology and Strategies""]",https://openalex.org/A5023062969,1,False
A5101577418,Abhimanyu Kumar Jha,"[""A Jha"", ""A Kumar Jha"", ""A. K. Jha"", ""ABHIMANYU KUMAR JHA"", ""Abhimanyu Jha""]",8,1970,2026,56,120,11,"[""All India Institute of Medical Sciences"", ""Tribhuvan University Teaching Hospital"", ""Tribhuvan University""]",5,"[""Epigenetics and DNA Methylation"", ""Cancer-related gene regulation"", ""Evolutionary Game Theory and Cooperation""]",https://openalex.org/A5101577418,1,False
A5084126023,S. Çiraci,"[""Ciraci, S"", ""Ciraci, S."", ""Ciraci, Salim"", ""S Ciraci"", ""S. Ciraci""]",7,1974,2024,50,386,20,"[""Ankara (Czechia)"", ""Forschungszentrum J\u00fclich"", ""University of Illinois Chicago""]",5,"[""Graphene research and applications"", ""Surface and Thin Film Phenomena"", ""Quantum and electron transport phenomena""]",https://openalex.org/A5084126023,1,False
A5059893047,Silvia Krug,"[""Krug, Silvia"", ""Silvia Krug""]",2,2014,2026,12,70,3,"[""IMMS Institut f\u00fcr Mikroelektronik- und Mechatronik-Systeme gemeinn\u00fctzige GmbH (IMMS GmbH)"", ""Mid Sweden University"", ""Technische Universit\u00e4t Ilmenau""]",5,"[""Opportunistic and Delay-Tolerant Networks"", ""Mobile Ad Hoc Networks"", ""IoT and Edge/Fog Computing""]",https://openalex.org/A5059893047,1,False
A5071387993,Francisco Barceló-Arroyo,"[""Barcel\u00f3 Arroyo, Francisco"", ""F. Barcelo"", ""F. Barcelo-Arroyo"", ""F. Barcelo\u0301"", ""F. Barcel\u00f3""]",13,1996,2021,25,134,6,"[""Centre de Recerca Matem\u00e0tica"", ""FC Barcelona"", ""Polytechnic University of Puerto Rico""]",5,"[""Wireless Communication Networks Research"", ""Indoor and Outdoor Localization Technologies"", ""Wireless Networks and Protocols""]",https://openalex.org/A5071387993,1,False
A5042492907,Feng Leping,"[""Feng Leping""]",1,1990,2018,28,8,0,[],5,"[""Machine Fault Diagnosis Techniques"", ""Fluid Dynamics and Turbulent Flows"", ""Structural Health Monitoring Techniques""]",https://openalex.org/A5042492907,1,False
A5109040494,E. Plagnol,"[""E Plagnol"", ""E. PLAGNOL"", ""E. Plagnol"", ""Plagnol, E"", ""Plagnol, E.""]",5,1975,2025,50,162,37,"[""Lawrence Berkeley National Laboratory"", ""Centre de Gestion Scientifique"", ""Institut National de Physique Nucl\u00e9aire et de Physique des Particules""]",5,"[""Nuclear physics research studies"", ""Nuclear Physics and Applications"", ""High-Energy Particle Collisions Research""]",https://openalex.org/A5109040494,1,False
A5052865088,Yuxi Gao,"[""Gao Y"", ""Y GAO"", ""Y Gao"", ""Y. Gao"", ""Y. X. Gao""]",9,1999,2025,26,190,41,"[""State Key Laboratory of Natural and Biomimetic Drugs"", ""National Synchrotron Radiation Laboratory"", ""Jilin University""]",5,"[""Mercury impact and mitigation studies"", ""Heavy Metal Exposure and Toxicity"", ""Selenium in Biological Systems""]",https://openalex.org/A5052865088,1,False
A5114814809,Piotr Jankowski,"[""Piotr Jankowski""]",1,2024,2024,0,1,0,[],2,"[""Multi-Criteria Decision Making"", ""Fuzzy Logic and Control Systems""]",https://openalex.org/A5114814809,1,False
